1|1|1
1|1|10
1|1|23
1|1|39
1|1|52
1|1|74
1|1|88
1|1|104
1|1|117
1|1|140
1|1|159
1|1|214
1|1|266
1|1|318
1|1|330
1|1|354
1|1|377
1|1|391
1|1|416
1|1|442
1|1|479
1|1|495
1|1|510
1|1|539
1|1|562
1|2|2
1|2|11
1|2|24
1|2|45
1|2|59
1|2|75
1|2|89
1|2|109
1|2|120
1|2|141
1|2|165
1|2|218
1|2|267
1|2|319
1|2|333
1|2|365
1|2|378
1|2|396
1|2|424
1|2|443
1|2|480
1|2|499
1|2|517
1|2|540
1|2|565
1|3|4
1|3|12
1|3|26
1|3|46
1|3|55
1|3|81
1|3|92
1|3|110
1|3|122
1|3|144
1|3|166
1|3|219
1|3|268
1|3|321
1|3|334
1|3|371
1|3|379
1|3|397
1|3|436
1|3|454
1|3|481
1|3|503
1|3|520
1|3|543
1|3|567
1|4|5
1|4|13
1|4|31
1|4|47
1|4|53
1|4|82
1|4|95
1|4|111
1|4|123
1|4|146
1|4|197
1|4|223
1|4|269
1|4|322
1|4|336
1|4|372
1|4|385
1|4|399
1|4|437
1|4|455
1|4|483
1|4|504
1|4|525
1|4|548
1|4|568
1|5|6
1|5|14
1|5|32
1|5|48
1|5|60
1|5|83
1|5|96
1|5|112
1|5|124
1|5|150
1|5|203
1|5|250
1|5|309
1|5|326
1|5|337
1|5|373
1|5|386
1|5|400
1|5|438
1|5|456
1|5|486
1|5|505
1|5|527
1|5|556
1|5|572
1|6|7
1|6|15
1|6|34
1|6|49
1|6|61
1|6|85
1|6|97
1|6|113
1|6|125
1|6|152
1|6|204
1|6|262
1|6|310
1|6|327
1|6|339
1|6|374
1|6|387
1|6|401
1|6|439
1|6|458
1|6|487
1|6|507
1|6|528
1|6|559
1|6|592
1|7|8
1|7|19
1|7|37
1|7|50
1|7|72
1|7|86
1|7|98
1|7|115
1|7|126
1|7|157
1|7|207
1|7|263
1|7|311
1|7|328
1|7|352
1|7|375
1|7|388
1|7|402
1|7|440
1|7|462
1|7|490
1|7|508
1|7|529
1|7|560
1|7|596
1|8|9
1|8|20
1|8|38
1|8|51
1|8|73
1|8|87
1|8|100
1|8|116
1|8|127
1|8|158
1|8|213
1|8|265
1|8|317
1|8|329
1|8|353
1|8|376
1|8|389
1|8|415
1|8|441
1|8|478
1|8|492
1|8|509
1|8|538
1|8|561
1|8|600
6|1|1
6|1|21
6|1|41
6|1|61
6|1|81
6|1|103
6|1|121
6|1|141
6|1|161
6|1|181
6|1|201
6|1|221
6|1|241
6|1|266
6|1|281
6|1|301
6|1|321
6|1|341
6|1|361
6|1|381
6|1|401
6|1|421
6|1|441
6|1|461
6|1|481
6|1|501
6|1|521
6|1|541
6|1|561
6|1|581
6|2|2
6|2|22
6|2|42
6|2|62
6|2|82
6|2|102
6|2|122
6|2|142
6|2|162
6|2|182
6|2|202
6|2|222
6|2|242
6|2|262
6|2|282
6|2|302
6|2|322
6|2|342
6|2|362
6|2|382
6|2|402
6|2|422
6|2|442
6|2|462
6|2|482
6|2|502
6|2|522
6|2|542
6|2|562
6|2|582
6|3|3
6|3|23
6|3|43
6|3|63
6|3|83
6|3|101
6|3|123
6|3|144
6|3|163
6|3|183
6|3|203
6|3|223
6|3|243
6|3|263
6|3|283
6|3|303
6|3|323
6|3|343
6|3|363
6|3|383
6|3|403
6|3|423
6|3|443
6|3|463
